id,infinitive,definition,mood,subject,tense,answer
28219,mover,to move,Perfect,tú,Future,habrás movido
28220,mover,to move,Perfect,él,Present,ha movido
28221,mover,to move,Perfect,ella,Present,ha movido
28222,mover,to move,Perfect,Ud.,Present,ha movido
28223,mover,to move,Perfect,él,Preterite,hubo movido
28224,mover,to move,Perfect,ella,Preterite,hubo movido
28225,mover,to move,Perfect,Ud.,Preterite,hubo movido
28226,mover,to move,Perfect,él,Past,había movido
28227,mover,to move,Perfect,ella,Past,había movido
28228,mover,to move,Perfect,Ud.,Past,había movido
28229,mover,to move,Perfect,él,Conditional,habría movido
28230,mover,to move,Perfect,ella,Conditional,habría movido
28231,mover,to move,Perfect,Ud.,Conditional,habría movido
28232,mover,to move,Perfect,él,Future,habrá movido
28233,mover,to move,Perfect,ella,Future,habrá movido
28234,mover,to move,Perfect,Ud.,Future,habrá movido
28235,mover,to move,Perfect,nosotros,Present,hemos movido
28236,mover,to move,Perfect,nosotros,Preterite,hubimos movido
28237,mover,to move,Perfect,nosotros,Past,habíamos movido
28238,mover,to move,Perfect,nosotros,Conditional,habríamos movido
28239,mover,to move,Perfect,nosotros,Future,habremos movido
28240,mover,to move,Perfect,vosotros,Present,habéis movido
28241,mover,to move,Perfect,vosotros,Preterite,hubisteis movido
28242,mover,to move,Perfect,vosotros,Past,habíais movido
28243,mover,to move,Perfect,vosotros,Conditional,habríais movido
28244,mover,to move,Perfect,vosotros,Future,habréis movido
28245,mover,to move,Perfect,ellos,Present,han movido
28246,mover,to move,Perfect,ellas,Present,han movido
28247,mover,to move,Perfect,Uds.,Present,han movido
28248,mover,to move,Perfect,ellos,Preterite,hubieron movido
28249,mover,to move,Perfect,ellas,Preterite,hubieron movido
28250,mover,to move,Perfect,Uds.,Preterite,hubieron movido
28251,mover,to move,Perfect,ellos,Past,habían movido
28252,mover,to move,Perfect,ellas,Past,habían movido
28253,mover,to move,Perfect,Uds.,Past,habían movido
28254,mover,to move,Perfect,ellos,Conditional,habrían movido
28255,mover,to move,Perfect,ellas,Conditional,habrían movido
28256,mover,to move,Perfect,Uds.,Conditional,habrían movido
28257,mover,to move,Perfect,ellos,Future,habrán movido
28258,mover,to move,Perfect,ellas,Future,habrán movido
28259,mover,to move,Perfect,Uds.,Future,habrán movido
28260,mover,to move,Perfect Subjunctive,yo,Present,haya movido
28261,mover,to move,Perfect Subjunctive,yo,Past,hubiera movido
28262,mover,to move,Perfect Subjunctive,yo,Future,hubiere movido
28263,mover,to move,Perfect Subjunctive,tú,Present,hayas movido
28264,mover,to move,Perfect Subjunctive,tú,Past,hubieras movido
28265,mover,to move,Perfect Subjunctive,tú,Future,hubieres movido
28266,mover,to move,Perfect Subjunctive,él,Present,haya movido
28267,mover,to move,Perfect Subjunctive,ella,Present,haya movido
28268,mover,to move,Perfect Subjunctive,Ud.,Present,haya movido
28269,mover,to move,Perfect Subjunctive,él,Past,hubiera movido
28270,mover,to move,Perfect Subjunctive,ella,Past,hubiera movido
28271,mover,to move,Perfect Subjunctive,Ud.,Past,hubiera movido
28272,mover,to move,Perfect Subjunctive,él,Future,hubiere movido
28273,mover,to move,Perfect Subjunctive,ella,Future,hubiere movido
28274,mover,to move,Perfect Subjunctive,Ud.,Future,hubiere movido
28275,mover,to move,Perfect Subjunctive,nosotros,Present,hayamos movido
28276,mover,to move,Perfect Subjunctive,nosotros,Past,hubiéramos movido
28277,mover,to move,Perfect Subjunctive,nosotros,Future,hubiéremos movido
28278,mover,to move,Perfect Subjunctive,vosotros,Present,hayáis movido
28279,mover,to move,Perfect Subjunctive,vosotros,Past,hubierais movido
28280,mover,to move,Perfect Subjunctive,vosotros,Future,hubiereis movido
28281,mover,to move,Perfect Subjunctive,ellos,Present,hayan movido
28282,mover,to move,Perfect Subjunctive,ellas,Present,hayan movido
28283,mover,to move,Perfect Subjunctive,Uds.,Present,hayan movido
28284,mover,to move,Perfect Subjunctive,ellos,Past,hubieran movido
28285,mover,to move,Perfect Subjunctive,ellas,Past,hubieran movido
28286,mover,to move,Perfect Subjunctive,Uds.,Past,hubieran movido
28287,mover,to move,Perfect Subjunctive,ellos,Future,hubieren movido
28288,mover,to move,Perfect Subjunctive,ellas,Future,hubieren movido
28289,mover,to move,Perfect Subjunctive,Uds.,Future,hubieren movido
28290,nace,to be born,Indicative,yo,Present,nazco
28291,nace,to be born,Indicative,yo,Preterite,nací
28292,nace,to be born,Indicative,yo,Imperfect,nacía
28293,nace,to be born,Indicative,yo,Conditional,nacería
28294,nace,to be born,Indicative,yo,Future,naceré
28295,nace,to be born,Indicative,tú,Present,naces
28296,nace,to be born,Indicative,tú,Preterite,naciste
28297,nace,to be born,Indicative,tú,Imperfect,nacías
28298,nace,to be born,Indicative,tú,Conditional,nacerías
28299,nace,to be born,Indicative,tú,Future,nacerás
28300,nace,to be born,Indicative,él,Present,nace
28301,nace,to be born,Indicative,ella,Present,nace
28302,nace,to be born,Indicative,Ud.,Present,nace
28303,nace,to be born,Indicative,él,Preterite,nació
28304,nace,to be born,Indicative,ella,Preterite,nació
28305,nace,to be born,Indicative,Ud.,Preterite,nació
28306,nace,to be born,Indicative,él,Imperfect,nacía
28307,nace,to be born,Indicative,ella,Imperfect,nacía
28308,nace,to be born,Indicative,Ud.,Imperfect,nacía
28309,nace,to be born,Indicative,él,Conditional,nacería
28310,nace,to be born,Indicative,ella,Conditional,nacería
28311,nace,to be born,Indicative,Ud.,Conditional,nacería
28312,nace,to be born,Indicative,él,Future,nacerá
28313,nace,to be born,Indicative,ella,Future,nacerá
28314,nace,to be born,Indicative,Ud.,Future,nacerá
28315,nace,to be born,Indicative,nosotros,Present,nacemos
28316,nace,to be born,Indicative,nosotros,Preterite,nacimos
28317,nace,to be born,Indicative,nosotros,Imperfect,nacíamos
28318,nace,to be born,Indicative,nosotros,Conditional,naceríamos
28319,nace,to be born,Indicative,nosotros,Future,naceremos
28320,nace,to be born,Indicative,vosotros,Present,nacéis
28321,nace,to be born,Indicative,vosotros,Preterite,nacisteis
28322,nace,to be born,Indicative,vosotros,Imperfect,nacíais
28323,nace,to be born,Indicative,vosotros,Conditional,naceríais
28324,nace,to be born,Indicative,vosotros,Future,naceréis
28325,nace,to be born,Indicative,ellos,Present,nacen
28326,nace,to be born,Indicative,ellas,Present,nacen
28327,nace,to be born,Indicative,Uds.,Present,nacen
28328,nace,to be born,Indicative,ellos,Preterite,nacieron
28329,nace,to be born,Indicative,ellas,Preterite,nacieron
28330,nace,to be born,Indicative,Uds.,Preterite,nacieron
28331,nace,to be born,Indicative,ellos,Imperfect,nacían
28332,nace,to be born,Indicative,ellas,Imperfect,nacían
28333,nace,to be born,Indicative,Uds.,Imperfect,nacían
28334,nace,to be born,Indicative,ellos,Conditional,nacerían
28335,nace,to be born,Indicative,ellas,Conditional,nacerían
28336,nace,to be born,Indicative,Uds.,Conditional,nacerían
28337,nace,to be born,Indicative,ellos,Future,nacerán
28338,nace,to be born,Indicative,ellas,Future,nacerán
28339,nace,to be born,Indicative,Uds.,Future,nacerán
28340,nace,to be born,Subjunctive,yo,Present,nazca
28341,nace,to be born,Subjunctive,yo,Imperfect,naciera
28342,nace,to be born,Subjunctive,yo,Imperfect 2,naciese
28343,nace,to be born,Subjunctive,yo,Future,naciere
28344,nace,to be born,Subjunctive,tú,Present,nazcas
28345,nace,to be born,Subjunctive,tú,Imperfect,nacieras
28346,nace,to be born,Subjunctive,tú,Imperfect 2,nacieses
28347,nace,to be born,Subjunctive,tú,Future,nacieres
28348,nace,to be born,Subjunctive,él,Present,nazca
28349,nace,to be born,Subjunctive,ella,Present,nazca
28350,nace,to be born,Subjunctive,Ud.,Present,nazca
28351,nace,to be born,Subjunctive,él,Imperfect,naciera
28352,nace,to be born,Subjunctive,ella,Imperfect,naciera
28353,nace,to be born,Subjunctive,Ud.,Imperfect,naciera
28354,nace,to be born,Subjunctive,él,Imperfect 2,naciese
28355,nace,to be born,Subjunctive,ella,Imperfect 2,naciese
28356,nace,to be born,Subjunctive,Ud.,Imperfect 2,naciese
28357,nace,to be born,Subjunctive,él,Future,naciere
28358,nace,to be born,Subjunctive,ella,Future,naciere
28359,nace,to be born,Subjunctive,Ud.,Future,naciere
28360,nace,to be born,Subjunctive,nosotros,Present,nazcamos
28361,nace,to be born,Subjunctive,nosotros,Imperfect,naciéramos
28362,nace,to be born,Subjunctive,nosotros,Imperfect 2,naciésemos
28363,nace,to be born,Subjunctive,nosotros,Future,naciéremos
28364,nace,to be born,Subjunctive,vosotros,Present,nazcáis
28365,nace,to be born,Subjunctive,vosotros,Imperfect,nacierais
28366,nace,to be born,Subjunctive,vosotros,Imperfect 2,nacieseis
28367,nace,to be born,Subjunctive,vosotros,Future,naciereis
28368,nace,to be born,Subjunctive,ellos,Present,nazcan
28369,nace,to be born,Subjunctive,ellas,Present,nazcan
28370,nace,to be born,Subjunctive,Uds.,Present,nazcan
28371,nace,to be born,Subjunctive,ellos,Imperfect,nacieran
28372,nace,to be born,Subjunctive,ellas,Imperfect,nacieran
28373,nace,to be born,Subjunctive,Uds.,Imperfect,nacieran
28374,nace,to be born,Subjunctive,ellos,Imperfect 2,naciesen
28375,nace,to be born,Subjunctive,ellas,Imperfect 2,naciesen
28376,nace,to be born,Subjunctive,Uds.,Imperfect 2,naciesen
28377,nace,to be born,Subjunctive,ellos,Future,nacieren
28378,nace,to be born,Subjunctive,ellas,Future,nacieren
28379,nace,to be born,Subjunctive,Uds.,Future,nacieren
28380,nace,to be born,Imperative,tú,Affirmative,nace
28381,nace,to be born,Imperative,tú,Negative,no nazcas
28382,nace,to be born,Imperative,Ud.,Affirmative,nazca
28383,nace,to be born,Imperative,Ud.,Negative,no nazca
28384,nace,to be born,Imperative,nosotros,Affirmative,nazcamos
28385,nace,to be born,Imperative,nosotros,Negative,no nazcamos
28386,nace,to be born,Imperative,vosotros,Affirmative,naced
28387,nace,to be born,Imperative,vosotros,Negative,no nazcáis
28388,nace,to be born,Imperative,Uds.,Affirmative,nazcan
28389,nace,to be born,Imperative,Uds.,Negative,no nazcan
28390,nace,to be born,Continuous (Progressive),yo,Present,estoy naciendo
28391,nace,to be born,Continuous (Progressive),yo,Preterite,estuve naciendo
28392,nace,to be born,Continuous (Progressive),yo,Imperfect,estaba naciendo
28393,nace,to be born,Continuous (Progressive),yo,Conditional,estaría naciendo
28394,nace,to be born,Continuous (Progressive),yo,Future,estaré naciendo
28395,nace,to be born,Continuous (Progressive),tú,Present,estás naciendo
28396,nace,to be born,Continuous (Progressive),tú,Preterite,estuviste naciendo
28397,nace,to be born,Continuous (Progressive),tú,Imperfect,estabas naciendo
28398,nace,to be born,Continuous (Progressive),tú,Conditional,estarías naciendo
28399,nace,to be born,Continuous (Progressive),tú,Future,estarás naciendo
28400,nace,to be born,Continuous (Progressive),él,Present,está naciendo
28401,nace,to be born,Continuous (Progressive),ella,Present,está naciendo
28402,nace,to be born,Continuous (Progressive),Ud.,Present,está naciendo
28403,nace,to be born,Continuous (Progressive),él,Preterite,estuvo naciendo
28404,nace,to be born,Continuous (Progressive),ella,Preterite,estuvo naciendo
28405,nace,to be born,Continuous (Progressive),Ud.,Preterite,estuvo naciendo
28406,nace,to be born,Continuous (Progressive),él,Imperfect,estaba naciendo
28407,nace,to be born,Continuous (Progressive),ella,Imperfect,estaba naciendo
28408,nace,to be born,Continuous (Progressive),Ud.,Imperfect,estaba naciendo
28409,nace,to be born,Continuous (Progressive),él,Conditional,estaría naciendo
28410,nace,to be born,Continuous (Progressive),ella,Conditional,estaría naciendo
28411,nace,to be born,Continuous (Progressive),Ud.,Conditional,estaría naciendo
28412,nace,to be born,Continuous (Progressive),él,Future,estará naciendo
28413,nace,to be born,Continuous (Progressive),ella,Future,estará naciendo
28414,nace,to be born,Continuous (Progressive),Ud.,Future,estará naciendo
28415,nace,to be born,Continuous (Progressive),nosotros,Present,estamos naciendo
28416,nace,to be born,Continuous (Progressive),nosotros,Preterite,estuvimos naciendo
28417,nace,to be born,Continuous (Progressive),nosotros,Imperfect,estábamos naciendo
28418,nace,to be born,Continuous (Progressive),nosotros,Conditional,estaríamos naciendo
28419,nace,to be born,Continuous (Progressive),nosotros,Future,estaremos naciendo
28420,nace,to be born,Continuous (Progressive),vosotros,Present,estáis naciendo
28421,nace,to be born,Continuous (Progressive),vosotros,Preterite,estuvisteis naciendo
28422,nace,to be born,Continuous (Progressive),vosotros,Imperfect,estabais naciendo
28423,nace,to be born,Continuous (Progressive),vosotros,Conditional,estaríais naciendo
28424,nace,to be born,Continuous (Progressive),vosotros,Future,estaréis naciendo
28425,nace,to be born,Continuous (Progressive),ellos,Present,están naciendo
28426,nace,to be born,Continuous (Progressive),ellas,Present,están naciendo
28427,nace,to be born,Continuous (Progressive),Uds.,Present,están naciendo
28428,nace,to be born,Continuous (Progressive),ellos,Preterite,estuvieron naciendo
28429,nace,to be born,Continuous (Progressive),ellas,Preterite,estuvieron naciendo
28430,nace,to be born,Continuous (Progressive),Uds.,Preterite,estuvieron naciendo
28431,nace,to be born,Continuous (Progressive),ellos,Imperfect,estaban naciendo
28432,nace,to be born,Continuous (Progressive),ellas,Imperfect,estaban naciendo
28433,nace,to be born,Continuous (Progressive),Uds.,Imperfect,estaban naciendo
28434,nace,to be born,Continuous (Progressive),ellos,Conditional,estarían naciendo
28435,nace,to be born,Continuous (Progressive),ellas,Conditional,estarían naciendo
28436,nace,to be born,Continuous (Progressive),Uds.,Conditional,estarían naciendo
28437,nace,to be born,Continuous (Progressive),ellos,Future,estarán naciendo
28438,nace,to be born,Continuous (Progressive),ellas,Future,estarán naciendo
28439,nace,to be born,Continuous (Progressive),Uds.,Future,estarán naciendo
28440,nace,to be born,Perfect,yo,Present,"he nacido,nato"
28441,nace,to be born,Perfect,yo,Preterite,"hube nacido,nato"
28442,nace,to be born,Perfect,yo,Past,"había nacido,nato"
28443,nace,to be born,Perfect,yo,Conditional,"habría nacido,nato"
28444,nace,to be born,Perfect,yo,Future,"habré nacido,nato"
28445,nace,to be born,Perfect,tú,Present,"has nacido,nato"
28446,nace,to be born,Perfect,tú,Preterite,"hubiste nacido,nato"
28447,nace,to be born,Perfect,tú,Past,"habías nacido,nato"
28448,nace,to be born,Perfect,tú,Conditional,"habrías nacido,nato"
28449,nace,to be born,Perfect,tú,Future,"habrás nacido,nato"
28450,nace,to be born,Perfect,él,Present,"ha nacido,nato"
28451,nace,to be born,Perfect,ella,Present,"ha nacido,nato"
28452,nace,to be born,Perfect,Ud.,Present,"ha nacido,nato"
28453,nace,to be born,Perfect,él,Preterite,"hubo nacido,nato"
28454,nace,to be born,Perfect,ella,Preterite,"hubo nacido,nato"
28455,nace,to be born,Perfect,Ud.,Preterite,"hubo nacido,nato"
28456,nace,to be born,Perfect,él,Past,"había nacido,nato"
28457,nace,to be born,Perfect,ella,Past,"había nacido,nato"
28458,nace,to be born,Perfect,Ud.,Past,"había nacido,nato"
28459,nace,to be born,Perfect,él,Conditional,"habría nacido,nato"
28460,nace,to be born,Perfect,ella,Conditional,"habría nacido,nato"
28461,nace,to be born,Perfect,Ud.,Conditional,"habría nacido,nato"
28462,nace,to be born,Perfect,él,Future,"habrá nacido,nato"
28463,nace,to be born,Perfect,ella,Future,"habrá nacido,nato"
28464,nace,to be born,Perfect,Ud.,Future,"habrá nacido,nato"
28465,nace,to be born,Perfect,nosotros,Present,"hemos nacido,nato"
28466,nace,to be born,Perfect,nosotros,Preterite,"hubimos nacido,nato"
28467,nace,to be born,Perfect,nosotros,Past,"habíamos nacido,nato"
28468,nace,to be born,Perfect,nosotros,Conditional,"habríamos nacido,nato"
28469,nace,to be born,Perfect,nosotros,Future,"habremos nacido,nato"
28470,nace,to be born,Perfect,vosotros,Present,"habéis nacido,nato"
28471,nace,to be born,Perfect,vosotros,Preterite,"hubisteis nacido,nato"
28472,nace,to be born,Perfect,vosotros,Past,"habíais nacido,nato"
28473,nace,to be born,Perfect,vosotros,Conditional,"habríais nacido,nato"
28474,nace,to be born,Perfect,vosotros,Future,"habréis nacido,nato"
28475,nace,to be born,Perfect,ellos,Present,"han nacido,nato"
28476,nace,to be born,Perfect,ellas,Present,"han nacido,nato"
28477,nace,to be born,Perfect,Uds.,Present,"han nacido,nato"
28478,nace,to be born,Perfect,ellos,Preterite,"hubieron nacido,nato"
28479,nace,to be born,Perfect,ellas,Preterite,"hubieron nacido,nato"
28480,nace,to be born,Perfect,Uds.,Preterite,"hubieron nacido,nato"
28481,nace,to be born,Perfect,ellos,Past,"habían nacido,nato"
28482,nace,to be born,Perfect,ellas,Past,"habían nacido,nato"
28483,nace,to be born,Perfect,Uds.,Past,"habían nacido,nato"
28484,nace,to be born,Perfect,ellos,Conditional,"habrían nacido,nato"
28485,nace,to be born,Perfect,ellas,Conditional,"habrían nacido,nato"
28486,nace,to be born,Perfect,Uds.,Conditional,"habrían nacido,nato"
28487,nace,to be born,Perfect,ellos,Future,"habrán nacido,nato"
28488,nace,to be born,Perfect,ellas,Future,"habrán nacido,nato"
28489,nace,to be born,Perfect,Uds.,Future,"habrán nacido,nato"
28490,nace,to be born,Perfect Subjunctive,yo,Present,"haya nacido,nato"
28491,nace,to be born,Perfect Subjunctive,yo,Past,"hubiera nacido,nato"
28492,nace,to be born,Perfect Subjunctive,yo,Future,"hubiere nacido,nato"
28493,nace,to be born,Perfect Subjunctive,tú,Present,"hayas nacido,nato"
28494,nace,to be born,Perfect Subjunctive,tú,Past,"hubieras nacido,nato"
28495,nace,to be born,Perfect Subjunctive,tú,Future,"hubieres nacido,nato"
28496,nace,to be born,Perfect Subjunctive,él,Present,"haya nacido,nato"
28497,nace,to be born,Perfect Subjunctive,ella,Present,"haya nacido,nato"
28498,nace,to be born,Perfect Subjunctive,Ud.,Present,"haya nacido,nato"
28499,nace,to be born,Perfect Subjunctive,él,Past,"hubiera nacido,nato"
28500,nace,to be born,Perfect Subjunctive,ella,Past,"hubiera nacido,nato"
28501,nace,to be born,Perfect Subjunctive,Ud.,Past,"hubiera nacido,nato"
28502,nace,to be born,Perfect Subjunctive,él,Future,"hubiere nacido,nato"
28503,nace,to be born,Perfect Subjunctive,ella,Future,"hubiere nacido,nato"
28504,nace,to be born,Perfect Subjunctive,Ud.,Future,"hubiere nacido,nato"
28505,nace,to be born,Perfect Subjunctive,nosotros,Present,"hayamos nacido,nato"
28506,nace,to be born,Perfect Subjunctive,nosotros,Past,"hubiéramos nacido,nato"
28507,nace,to be born,Perfect Subjunctive,nosotros,Future,"hubiéremos nacido,nato"
28508,nace,to be born,Perfect Subjunctive,vosotros,Present,"hayáis nacido,nato"
28509,nace,to be born,Perfect Subjunctive,vosotros,Past,"hubierais nacido,nato"
28510,nace,to be born,Perfect Subjunctive,vosotros,Future,"hubiereis nacido,nato"
28511,nace,to be born,Perfect Subjunctive,ellos,Present,"hayan nacido,nato"
28512,nace,to be born,Perfect Subjunctive,ellas,Present,"hayan nacido,nato"
28513,nace,to be born,Perfect Subjunctive,Uds.,Present,"hayan nacido,nato"
28514,nace,to be born,Perfect Subjunctive,ellos,Past,"hubieran nacido,nato"
28515,nace,to be born,Perfect Subjunctive,ellas,Past,"hubieran nacido,nato"
28516,nace,to be born,Perfect Subjunctive,Uds.,Past,"hubieran nacido,nato"
28517,nace,to be born,Perfect Subjunctive,ellos,Future,"hubieren nacido,nato"
28518,nace,to be born,Perfect Subjunctive,ellas,Future,"hubieren nacido,nato"
28519,nace,to be born,Perfect Subjunctive,Uds.,Future,"hubieren nacido,nato"
28520,nadar,to swim,Indicative,yo,Present,nado
28521,nadar,to swim,Indicative,yo,Preterite,nadé
28522,nadar,to swim,Indicative,yo,Imperfect,nadaba
28523,nadar,to swim,Indicative,yo,Conditional,nadaría
28524,nadar,to swim,Indicative,yo,Future,nadaré
28525,nadar,to swim,Indicative,tú,Present,nadas
28526,nadar,to swim,Indicative,tú,Preterite,nadaste
28527,nadar,to swim,Indicative,tú,Imperfect,nadabas
28528,nadar,to swim,Indicative,tú,Conditional,nadarías
28529,nadar,to swim,Indicative,tú,Future,nadarás
28530,nadar,to swim,Indicative,él,Present,nada
28531,nadar,to swim,Indicative,ella,Present,nada
28532,nadar,to swim,Indicative,Ud.,Present,nada
28533,nadar,to swim,Indicative,él,Preterite,nadó
28534,nadar,to swim,Indicative,ella,Preterite,nadó
28535,nadar,to swim,Indicative,Ud.,Preterite,nadó
28536,nadar,to swim,Indicative,él,Imperfect,nadaba
28537,nadar,to swim,Indicative,ella,Imperfect,nadaba
28538,nadar,to swim,Indicative,Ud.,Imperfect,nadaba
28539,nadar,to swim,Indicative,él,Conditional,nadaría
28540,nadar,to swim,Indicative,ella,Conditional,nadaría
28541,nadar,to swim,Indicative,Ud.,Conditional,nadaría
28542,nadar,to swim,Indicative,él,Future,nadará
28543,nadar,to swim,Indicative,ella,Future,nadará
28544,nadar,to swim,Indicative,Ud.,Future,nadará
28545,nadar,to swim,Indicative,nosotros,Present,nadamos
28546,nadar,to swim,Indicative,nosotros,Preterite,nadamos
28547,nadar,to swim,Indicative,nosotros,Imperfect,nadábamos
28548,nadar,to swim,Indicative,nosotros,Conditional,nadaríamos
28549,nadar,to swim,Indicative,nosotros,Future,nadaremos
28550,nadar,to swim,Indicative,vosotros,Present,nadáis
28551,nadar,to swim,Indicative,vosotros,Preterite,nadasteis
28552,nadar,to swim,Indicative,vosotros,Imperfect,nadabais
28553,nadar,to swim,Indicative,vosotros,Conditional,nadaríais
28554,nadar,to swim,Indicative,vosotros,Future,nadaréis
28555,nadar,to swim,Indicative,ellos,Present,nadan
28556,nadar,to swim,Indicative,ellas,Present,nadan
28557,nadar,to swim,Indicative,Uds.,Present,nadan
28558,nadar,to swim,Indicative,ellos,Preterite,nadaron
28559,nadar,to swim,Indicative,ellas,Preterite,nadaron
28560,nadar,to swim,Indicative,Uds.,Preterite,nadaron
28561,nadar,to swim,Indicative,ellos,Imperfect,nadaban
28562,nadar,to swim,Indicative,ellas,Imperfect,nadaban
28563,nadar,to swim,Indicative,Uds.,Imperfect,nadaban
28564,nadar,to swim,Indicative,ellos,Conditional,nadarían
28565,nadar,to swim,Indicative,ellas,Conditional,nadarían
28566,nadar,to swim,Indicative,Uds.,Conditional,nadarían
28567,nadar,to swim,Indicative,ellos,Future,nadarán
28568,nadar,to swim,Indicative,ellas,Future,nadarán
28569,nadar,to swim,Indicative,Uds.,Future,nadarán
28570,nadar,to swim,Subjunctive,yo,Present,nade
28571,nadar,to swim,Subjunctive,yo,Imperfect,nadara
28572,nadar,to swim,Subjunctive,yo,Imperfect 2,nadase
28573,nadar,to swim,Subjunctive,yo,Future,nadare
28574,nadar,to swim,Subjunctive,tú,Present,nades
28575,nadar,to swim,Subjunctive,tú,Imperfect,nadaras
28576,nadar,to swim,Subjunctive,tú,Imperfect 2,nadases
28577,nadar,to swim,Subjunctive,tú,Future,nadares
28578,nadar,to swim,Subjunctive,él,Present,nade
28579,nadar,to swim,Subjunctive,ella,Present,nade
28580,nadar,to swim,Subjunctive,Ud.,Present,nade
28581,nadar,to swim,Subjunctive,él,Imperfect,nadara
28582,nadar,to swim,Subjunctive,ella,Imperfect,nadara
28583,nadar,to swim,Subjunctive,Ud.,Imperfect,nadara
28584,nadar,to swim,Subjunctive,él,Imperfect 2,nadase
28585,nadar,to swim,Subjunctive,ella,Imperfect 2,nadase
28586,nadar,to swim,Subjunctive,Ud.,Imperfect 2,nadase
28587,nadar,to swim,Subjunctive,él,Future,nadare
28588,nadar,to swim,Subjunctive,ella,Future,nadare
28589,nadar,to swim,Subjunctive,Ud.,Future,nadare
28590,nadar,to swim,Subjunctive,nosotros,Present,nademos
28591,nadar,to swim,Subjunctive,nosotros,Imperfect,nadáramos
28592,nadar,to swim,Subjunctive,nosotros,Imperfect 2,nadásemos
28593,nadar,to swim,Subjunctive,nosotros,Future,nadáremos
28594,nadar,to swim,Subjunctive,vosotros,Present,nadéis
28595,nadar,to swim,Subjunctive,vosotros,Imperfect,nadarais
28596,nadar,to swim,Subjunctive,vosotros,Imperfect 2,nadaseis
28597,nadar,to swim,Subjunctive,vosotros,Future,nadareis
28598,nadar,to swim,Subjunctive,ellos,Present,naden
28599,nadar,to swim,Subjunctive,ellas,Present,naden
28600,nadar,to swim,Subjunctive,Uds.,Present,naden
28601,nadar,to swim,Subjunctive,ellos,Imperfect,nadaran
28602,nadar,to swim,Subjunctive,ellas,Imperfect,nadaran
28603,nadar,to swim,Subjunctive,Uds.,Imperfect,nadaran
28604,nadar,to swim,Subjunctive,ellos,Imperfect 2,nadasen
28605,nadar,to swim,Subjunctive,ellas,Imperfect 2,nadasen
28606,nadar,to swim,Subjunctive,Uds.,Imperfect 2,nadasen
28607,nadar,to swim,Subjunctive,ellos,Future,nadaren
28608,nadar,to swim,Subjunctive,ellas,Future,nadaren
28609,nadar,to swim,Subjunctive,Uds.,Future,nadaren
28610,nadar,to swim,Imperative,tú,Affirmative,nada
28611,nadar,to swim,Imperative,tú,Negative,no nades
28612,nadar,to swim,Imperative,Ud.,Affirmative,nade
28613,nadar,to swim,Imperative,Ud.,Negative,no nade
28614,nadar,to swim,Imperative,nosotros,Affirmative,nademos
28615,nadar,to swim,Imperative,nosotros,Negative,no nademos
28616,nadar,to swim,Imperative,vosotros,Affirmative,nadad
28617,nadar,to swim,Imperative,vosotros,Negative,no nadéis
28618,nadar,to swim,Imperative,Uds.,Affirmative,naden
28619,nadar,to swim,Imperative,Uds.,Negative,no naden
28620,nadar,to swim,Continuous (Progressive),yo,Present,estoy nadando
28621,nadar,to swim,Continuous (Progressive),yo,Preterite,estuve nadando
28622,nadar,to swim,Continuous (Progressive),yo,Imperfect,estaba nadando
28623,nadar,to swim,Continuous (Progressive),yo,Conditional,estaría nadando
28624,nadar,to swim,Continuous (Progressive),yo,Future,estaré nadando
28625,nadar,to swim,Continuous (Progressive),tú,Present,estás nadando
28626,nadar,to swim,Continuous (Progressive),tú,Preterite,estuviste nadando
28627,nadar,to swim,Continuous (Progressive),tú,Imperfect,estabas nadando
28628,nadar,to swim,Continuous (Progressive),tú,Conditional,estarías nadando
28629,nadar,to swim,Continuous (Progressive),tú,Future,estarás nadando
28630,nadar,to swim,Continuous (Progressive),él,Present,está nadando
28631,nadar,to swim,Continuous (Progressive),ella,Present,está nadando
28632,nadar,to swim,Continuous (Progressive),Ud.,Present,está nadando
28633,nadar,to swim,Continuous (Progressive),él,Preterite,estuvo nadando
28634,nadar,to swim,Continuous (Progressive),ella,Preterite,estuvo nadando
28635,nadar,to swim,Continuous (Progressive),Ud.,Preterite,estuvo nadando
28636,nadar,to swim,Continuous (Progressive),él,Imperfect,estaba nadando
28637,nadar,to swim,Continuous (Progressive),ella,Imperfect,estaba nadando
28638,nadar,to swim,Continuous (Progressive),Ud.,Imperfect,estaba nadando
28639,nadar,to swim,Continuous (Progressive),él,Conditional,estaría nadando
28640,nadar,to swim,Continuous (Progressive),ella,Conditional,estaría nadando
28641,nadar,to swim,Continuous (Progressive),Ud.,Conditional,estaría nadando
28642,nadar,to swim,Continuous (Progressive),él,Future,estará nadando
28643,nadar,to swim,Continuous (Progressive),ella,Future,estará nadando
28644,nadar,to swim,Continuous (Progressive),Ud.,Future,estará nadando
28645,nadar,to swim,Continuous (Progressive),nosotros,Present,estamos nadando
28646,nadar,to swim,Continuous (Progressive),nosotros,Preterite,estuvimos nadando
28647,nadar,to swim,Continuous (Progressive),nosotros,Imperfect,estábamos nadando
28648,nadar,to swim,Continuous (Progressive),nosotros,Conditional,estaríamos nadando
28649,nadar,to swim,Continuous (Progressive),nosotros,Future,estaremos nadando
28650,nadar,to swim,Continuous (Progressive),vosotros,Present,estáis nadando
28651,nadar,to swim,Continuous (Progressive),vosotros,Preterite,estuvisteis nadando
